instance_id,complexity_percentage,category,solvability_percentage,reasoning
scikit-learn__scikit-learn-15100,20,easy,85,"Only one function in a single file is modified with a small change: replace a faulty early-exit condition with a try/except that checks ASCII-compatibility, then always perform NFKD normalization and strip combining characters for non-ASCII input. No new algorithms or architecture are introduced; lines changed are <15. Although some Unicode knowledge is needed, the bug and its fix are clearly described in the problem statement, making it straightforward for an AI to infer that the early return should be based on ASCII compliance, not on the NFKD test. Given the limited scope and explicit description, the task is easy and highly solvable, hence low complexity (20%) and high solvability (85%)."
scikit-learn__scikit-learn-25102,45,medium,35,"The change affects two core modules of scikit-learn. It introduces a new optional parameter (cast_to_ndarray) to the generic _validate_data helper in sklearn/base.py and threads this option through feature_selection/_base.py so that DataFrame inputs keep their original pandas dtypes when the user has configured pandas output. 

Complexity assessment:
• Only two files are touched and fewer than 40 lines are added/modified, but the altered code is in central, widely-used utilities. Any mistake could break many estimators. This raises the conceptual complexity even though the diff is small. 
• No new algorithms are implemented; the work is mainly conditional logic and routing, so algorithmic complexity is moderate. Overall complexity ≈45 %. 

Category:
• The task requires an understanding of scikit-learn’s internal validation pipeline, the set_output API, and how pandas dtypes propagate. That is deeper than ordinary bug fixing but still localized, so “medium” best fits. 

Solvability by an LLM:
• The problem statement explains the desired behaviour but not the exact internal mechanics needed. It suggests modifying _wrap_in_pandas_container, whereas the final patch changes _validate_data and the FeatureSelector mixin—an alternative design choice. 
• Choosing the right integration points (deciding not to cast to ndarray, keeping iloc indexing, using _safe_indexing) requires familiarity with scikit-learn internals that an LLM may not deduce from the description alone. 
• No dedicated tests are provided to guide the repair, reducing feedback for automated trial-and-error. 
• Therefore, while an experienced human could craft the fix, an AI relying only on the description has a low-moderate chance. Estimated solvability ≈35 %."
scikit-learn__scikit-learn-25232,20,easy,85,"Only one file is touched and fewer than 20 lines are added. No new algorithms are introduced; the change simply threads an existing SimpleImputer argument (fill_value) through IterativeImputer’s API and passes it to an internal SimpleImputer instance. This is standard parameter-plumbing with minimal risk of side-effects. The required domain knowledge is limited to knowing that SimpleImputer already handles fill_value, and understanding IterativeImputer’s initialization path—both are straightforward from the docs. Because the problem statement explicitly says to add fill_value and describes its semantics, an AI can map the request directly to the needed code edits. Therefore the task is low-complexity (“easy”) and highly solvable with automated code generation."
scikit-learn__scikit-learn-25747,18,easy,68,"The patch touches a single file and removes only two functional lines plus a minor docstring update. No new logic or algorithm is introduced; the fix simply stops overwriting the index of an already-constructed pandas DataFrame. Understanding that the error stems from a length mismatch when reassigning the index is straightforward once the stack trace is inspected. While some familiarity with scikit-learn’s output wrapping helper is useful, the change is local and does not require deep architectural knowledge. An AI system that parses the exception and follows the code path could deduce that eliminating the index reassignment resolves the issue, making the task reasonably achievable. Therefore, the change is low in complexity, categorized as easy, with a moderately high likelihood that an automated system could generate the correct patch."
scikit-learn__scikit-learn-25931,35,medium,65,"The patch touches a single file with ~15 added/modified lines, so code churn is low. The change, however, requires understanding how IsolationForest.fit internally calls score_samples, how score_samples performs input validation, and why that validation strips feature names and triggers the warning. Crafting the fix therefore needs knowledge of scikit-learn’s validation utilities and the convention of providing a private helper that bypasses validation. No new algorithm is introduced, and the overall control flow remains intact, but domain insight into scikit-learn’s fit/predict pipeline is necessary. An AI system with access to the codebase and the clear bug report could reasonably deduce that a second validation pass is the root cause and introduce a private _score_samples method; thus the task is achievable but not trivial. Hence a moderate complexity (“medium”) and a solvability estimate of roughly two-thirds."
scikit-learn__scikit-learn-25973,35,medium,70,"The change is confined to a single module with roughly a dozen modified lines. The bug stems from treating an iterator of splits as a reusable cv object; once consumed in the first feature-selection iteration, later calls to cross_val_score see an empty list and raise an IndexError. Fixing this only requires validating the user-supplied cv with sklearn.model_selection.check_cv (which turns an iterator or any accepted spec into a fresh, reusable splitter) and then passing that validated object around. No new algorithms or broad refactoring are needed, but some understanding of scikit-learn’s cross-validation utilities and how SequentialFeatureSelector repeatedly evaluates feature subsets is necessary, making it more involved than a simple typo fix. Given the clear error trace, the limited scope of the fix, and the well-documented check_cv helper, an AI with knowledge of scikit-learn’s conventions could plausibly infer the solution, though recognizing iterator exhaustion and the need to reuse splits adds some non-trivial reasoning. Therefore the task is of medium difficulty, with moderate complexity and a fairly high likelihood of successful automated repair."
scikit-learn__scikit-learn-26194,20,easy,85,"Only one function in a single file is touched; fewer than 10 lines are changed and no new logic branches or data structures are introduced. The fix simply replaces the artificial threshold value `max(y_score)+1` with `np.inf` and adjusts accompanying documentation. While understanding ROC semantics helps, the required domain knowledge is minimal and the change is straightforward once the bug is observed. An AI system can locate the offending line via the test that asserts thresholds must stay within [0,1] and deduce that an out-of-range initial value is the cause. Replacing it with an infinite sentinel is a common pattern and easy to implement, so the probability an AI can generate the correct patch is high."
scikit-learn__scikit-learn-26323,30,medium,85,"The patch touches a single method in one file and adds only a few lines: after iterating over the named sub-transformers, it now explicitly calls _safe_set_output on the remainder transformer when it is an estimator. Algorithmically nothing new is introduced; the fix is a conditional followed by an existing helper call.

Complexity is moderate because the developer must understand how ColumnTransformer propagates set_output, what values 'remainder' can take, and how _safe_set_output behaves. Nevertheless, no deep refactoring or algorithmic work is needed, so complexity is around 30% and classified as medium.

The problem description is explicit: it states that set_output ignores the remainder when it is an estimator, shows the line responsible, and provides a minimal reproducible example. From this the logical remedy (apply set_output to the remainder) is straightforward, leading to a high solvability score of roughly 85% for an AI system equipped with the codebase and failing test example."
scikit-learn__scikit-learn-9288,30,medium,60,"The fix touches a single file with only a handful of lines, so code-change volume is small. However, identifying the root cause requires understanding how KMeans initialisations use the RandomState differently when n_jobs==1 versus >1, and recognising that generating an explicit seed list for the sequential path restores determinism. This demands some familiarity with scikit-learn’s parallelisation utilities and random-state handling, but no deep algorithmic rewrite. An AI with access to the codebase and the bug description could plausibly trace the discrepancy and apply the same seed logic to both branches, so solvability is better than even but not trivial. Overall, a moderate-complexity, medium-difficulty bug fix with a reasonable likelihood an automated system could generate the patch."
sphinx-doc__sphinx-10323,-1,error,-1,Failed to parse response
sphinx-doc__sphinx-10435,30,medium,60,"The fix touches a single file and changes only a few lines, so the code-change footprint is small; no new algorithms or data structures are introduced. However, the developer must understand how Sphinx wraps inline code for LaTeX, how Pygments emits Verbatim blocks, and how TeX whitespace rules work. Correctly inserting a trailing % to swallow spaces and adjusting the rstrip slice length (-15 instead of ‑14) are subtle LaTeX details an uninformed developer or rule-based AI might miss. Nevertheless, the problem statement clearly points out that leading/trailing spaces are the issue and shows the desired output, so an AI equipped with context and tests could likely converge on a solution with targeted string manipulation. The task is thus moderately complex (30%) and solvable with a fair probability (60%), warranting a “medium” difficulty rating."
sphinx-doc__sphinx-10449,35,medium,60,"The fix touches a single module (sphinx/ext/autodoc/typehints.py) and adds ~10 lines plus a small refactor for a new flag. No new data structures or algorithms are introduced; the change is predominantly conditional logic that suppresses generation of an rtype field when documenting classes. Implementing it requires understanding the call flow of Sphinx’s type-hint merge logic but not deep algorithmic work. The main challenge is knowing where in the pipeline the annotation list is converted into docutils nodes, which demands some familiarity with the Sphinx autodoc extension. Once located, the correction itself is straightforward (skip adding a 'return' type of None for classes). That puts the task above “easy” but well below “hard.”  Given the clear bug description—including steps to reproduce, expected vs. actual output, and the key configuration parameter—the likelihood that an AI could localize and implement the fix is moderate. The lack of an accompanying test suite reduces guidance, but the scope is small and behaviorally well-defined, yielding an estimated 60 % solvability."
sphinx-doc__sphinx-10466,18,easy,82,"The fix touches a single file and replaces one list-comprehension with a set-comprehension followed by sorting. The algorithmic change is simply deduplication of (source, line) tuples to prevent repeated positions in gettext output. This requires minimal domain knowledge (understanding that a set removes duplicates and sorting gives deterministic order) and no wider architectural impact. The problem description explicitly points to the buggy code and even proposes a nearly identical solution, making the task straightforward for an automated system. Because the change is localized, clear, and only a couple of lines long, overall complexity is low. Given the clarity of the bug report and the simplicity of the patch, an AI system stands a good chance (≈80%) of generating the correct fix with basic reasoning about duplicate removal."
sphinx-doc__sphinx-10614,30,medium,70,"The patch touches a single file and changes only a handful of lines: it removes the hard-coded ""../"" prefix that was prepended to every link when Graphviz produced SVG, and adjusts how the dictionary key is chosen for external references. No new algorithms or data structures are introduced, and the fix is essentially string manipulation.

What adds some complexity is domain knowledge: the developer must understand how Sphinx embeds SVG diagrams (via an <object> tag) and why relative links inside that SVG are resolved relative to the nested page rather than the build root. The contributor also needs to know the difference between internal and intersphinx (external) references and what keys the graphviz URL map expects.

For an automated system, the bug report is clear, gives a minimal reproduction, and explicitly points to the incorrect ""../"" behaviour. A search in the codebase for that prefix in the inheritance_diagram extension quickly reveals the offending lines, and the corrective action (remove the prefix, keep current_filename for refid) is straightforward. Therefore the likelihood that an AI could generate the correct fix is relatively high, though not trivial, yielding a solvability estimate of about 70%."
sphinx-doc__sphinx-10673,58,hard,38,"The fix touches three different subsystems inside Sphinx (directive parsing, toctree resolution during HTML generation, and figure-number collection).  About 50 lines are added/changed across three files, introducing new conditional flows that weave into existing, non-trivial data structures (environment domains, label maps, document trees).  Implementing the solution requires knowing that the special pages genindex/modindex/search are stored only as labels, not as regular documents, and understanding how each build phase handles toctree entries so that warnings are suppressed yet HTML output is still generated correctly.  No complex algorithms are added, but the patch demands intimate domain knowledge of Sphinx internals and the interplay between parsing, environment bookkeeping, and output builders.  An AI given only the warning message and problem description would need to infer several hidden requirements (e.g., figure numbering skips, hidden docs in globbing) and coordinate changes in multiple locations, making correct generation unlikely.  Therefore complexity is moderate-high (58%) and category is ""hard""; solvability for an automated system is correspondingly low-medium (38%)."
sphinx-doc__sphinx-11445,35,medium,65,"The change is limited to a single utility module and touches roughly a dozen lines, so the overall code modification is modest. However, to diagnose the bug one must understand how Sphinx prepends `rst_prolog`, how docinfo lines are detected, and how re-StructuredText field markers differ from interpreted-text roles like `:mod:`. The fix involves replacing an overly-broad handcrafted regex with the canonical `docutils` regex for field markers, which requires specific domain knowledge of the `docutils.parsers.rst.states.Body.patterns` table. An AI that can read the problem statement, grep for the offending regex, and notice that it mistakenly matches `:mod:` lines could reasonably craft this fix, but it still needs awareness of docutils internals or to deduce the correct regex from documentation. Therefore the task is of moderate difficulty (medium) with a complexity of about one-third, and the likelihood that an automated system could derive the correct patch is roughly two-thirds."
sphinx-doc__sphinx-11510,55,hard,35,"The change touches only one file but introduces ~30 lines of nuanced logic that patches Docutils’ StateMachine at runtime. Solving the bug demands understanding of three interacting subsystems: Sphinx events, the Include directive implementation, and Docutils’ parsing pipeline. The fix must 1) intercept the text lines coming from an include, 2) fire the existing ""source-read"" event, 3) accept potential in-place modifications, 4) re-inject the modified lines while preserving Docutils’ sentinel markers, and 5) avoid infinite recursion. Crafting such a wrapper and carefully calling the class-level insert_input requires intimate framework knowledge rather than simple pattern matching. Although the problem statement clearly describes the symptom, it gives no hint about the internal cause, so an AI would need to explore the codebase, reverse-engineer the event flow, and devise a safe monkey-patch—feasible but non-trivial."
sphinx-doc__sphinx-7440,20,easy,85,"The fix touches a single file with only two small changes: it stops lower-casing glossary term identifiers and removes the lowercase flag from the corresponding XRefRole. No new logic or algorithms are introduced; the solution is essentially deleting two occurrences of case-normalization. The problem statement clearly points to the root cause (duplicate glossary entries differing only in case), making it straightforward to reason that the unwanted lower-casing is the culprit. An AI system that scans for where glossary terms are registered or compared could quickly locate the `.lower()` call and the `lowercase=True` parameter, so the likelihood of generating the correct patch is high. Minimal domain knowledge is required beyond understanding that preserving case sensitivity resolves the duplication warning."
sphinx-doc__sphinx-7454,30,medium,80,"The actual code change is very small (one function, ~5 added/modified lines in a single file) and does not involve any intricate algorithmic work. However, correctly fixing the bug requires awareness of Sphinx’s Python-domain cross-reference types (""class"" vs ""obj"") and how autodoc_typehints renders annotations, which goes beyond pure pattern matching. An engineer (or an AI) must trace why the link for `None` is missing, locate the helper that converts annotation strings to xrefs, and realize that `None` must be treated as a plain object constant, not a class. This domain insight bumps the task out of the “easy” bucket into “medium”. Because the problem statement is clear, the scope is tiny, and the fix is essentially a conditional switch on one string, an automated system with modest knowledge of Sphinx internals has a high likelihood of producing the correct patch, hence a solvability estimate of roughly 80%."
sphinx-doc__sphinx-7462,20,easy,85,"The patch touches two files with a total of roughly a dozen added lines and minimal control-flow changes. The bug is a straightforward edge-case: the existing tuple-unparse logic assumes at least one element and performs a final pop(), causing an IndexError on empty tuples. The fix simply checks for the presence of elements and handles the empty case by returning the literal ""()"". No algorithms or deep architectural knowledge are involved; the unparser structure is clear and the stack trace pinpoints the failing line. An AI system only needs to recognize the empty-tuple condition and add a guard, which is a common pattern. Therefore, complexity is low, the task is categorized as easy, and the likelihood of an AI generating the correct patch from the description and error message is high."
sphinx-doc__sphinx-7590,65,hard,35,"The patch spans three modules (cfamily.py, c.py, cpp.py) and introduces new regular expressions, extends existing literal-parsing logic, creates a brand-new ASTUserDefinedLiteral node, alters signature rendering, and adds a new description mode (""udl"").  Supporting C++ user-defined literals requires knowledge of the C++ grammar (distinguishing between numeric/character suffixes and a true UDL, handling word boundaries, float/int suffixes, name lookup rules, ID mangling, etc.) as well as the internal architecture of Sphinx’s C/C++ domain: its tokenizer, recursive-descent parser, AST hierarchy, symbol table, and the HTML rendering pipeline.  The changes must remain compatible with all other literal kinds and not break cross-referencing, so subtle interactions need to be considered.  Although the problem statement is clear (“add UDL support”), the concrete implementation details are not specified; an AI would have to discover where in the parser to hook, craft correct regexes, manage suffix vs UDL ambiguity, modify AST IDs, and update the rendering path—all non-trivial tasks.  Consequently, the task is complex (≈65 %) and falls into the “hard” category.  Because of the open-ended nature, the absence of guiding tests, and the need for deep domain expertise, the likelihood that an AI could autonomously synthesize the exact solution is modest (≈35 %)."
sphinx-doc__sphinx-7748,45,medium,60,"The change is confined to a single file but touches several connected methods that cooperate inside Sphinx’s autodoc extension. Roughly 70 lines are added/modified, introducing new instance variables, altering control flow, handling multiline signatures, and concatenating multiple discovered signatures. The algorithmic work is straightforward looping and string/regex handling—no advanced data structures—but the developer must understand Sphinx’s documenter life-cycle, the existing signature-extraction regex, and how return values propagate to the final rendered signature list. That domain understanding pushes the task above a simple bug-fix but below a large architectural refactor. 

From an AI’s perspective, the requirement (“support all overloaded signatures appearing at the top of the docstring”) is explicit enough to reason about; the surrounding code provides clear hooks (_find_signature, format_signature). However, edge-cases such as backslash-continued lines and ensuring only relevant names are matched add subtlety. Without exhaustive tests an AI might miss those nuances, yet the solution space is limited and boilerplate heavy, so a competent model could reach a correct patch with some probability. Hence the solvability estimate is moderate-high (≈60%), while the overall complexity remains in the middle range."
sphinx-doc__sphinx-7757,40,medium,55,"The patch modifies a single utility file, touching roughly 20 lines to correctly align default values with positional-only parameters introduced in Python 3.8. The logic added is limited in scope but requires understanding of Python’s AST structure, inspect.Parameter kinds, and the way Sphinx builds function signatures. This puts it above trivial fixes but well below large-scale refactors, leading to a moderate complexity score.

Key challenges include: 1) realising that positional-only arguments change the offset between the defaults tuple and the argument list, 2) recreating an explicit list of defaults padded with Parameter.empty to keep indices consistent, and 3) handling both pos-only and regular positional parameters while preserving annotations.

Because the bug report is precise, provides a minimal reproducer, and narrows the issue to signature rendering, an experienced developer (or an AI with code search) can localise the faulty logic quickly. However, crafting the correct index arithmetic and ensuring no regressions demands careful thinking, so the solvability, while better than chance, is not near-certain."
sphinx-doc__sphinx-7889,15,easy,85,"Only one small method needed editing. The bug stemmed from assuming the __getitem__ key is always a string; generic-type parameters can be TypeVar objects, causing string concatenation to fail. Fixing it just required (1) widening the type annotation to Any and (2) converting the key to str before passing it on. No new algorithms or architectural knowledge is necessary—just awareness of Python's typing module and Sphinx’s mock helper. An AI system with access to the traceback and a minimal understanding of the code flow could easily infer that the key should be str-ified, hence high solvability. The change touches one file and a few lines, so overall complexity is low."
sphinx-doc__sphinx-7910,20,easy,85,"The fix touches a single file and adds only two small edits: importing sphinx.util.inspect and replacing obj.__globals__ with inspect.unwrap(obj).__globals__. No new algorithms or cross-module interactions are introduced. While one must understand Python decorators and the need to unwrap a wrapped function to access the original globals, this is routine introspection knowledge, not deep architectural work. Because the problem statement already pinpoints the offending line and explains the exact issue (decorated __init__ lacks the proper globals), an AI system could infer that inspect.unwrap is the correct remedy with high likelihood. Thus the change is simple, the category is easy, and the chance of automated generation is high, though not perfect because it still requires awareness of the inspect.unwrap utility."
sphinx-doc__sphinx-7985,35,medium,70,"The fix touches a single module (linkcheck builder) and adds ~15 lines that introduce a simple regular-expression test for URI schemes and a filesystem existence check for relative links. No intricate algorithm or cross-module refactoring is involved; the change is essentially a conditional branch with path.exists logic. Understanding Sphinx’s build context and link classification rules is helpful but not deep domain expertise. Because the desired behaviour (treat local paths as working/broken) is clearly stated, an AI with access to the code can infer that it needs to detect the absence of an http/https scheme and verify the file on disk. The main challenge lies in distinguishing unsupported schemes (e.g., ftp) from true local paths and in keeping existing ignore logic intact, which is moderate complexity. Given the clarity of the requirement and the small, isolated change, an automated system stands a good chance of producing a correct patch, though edge cases (Windows paths, odd schemes) add some uncertainty."
sphinx-doc__sphinx-8035,40,medium,55,"The change touches a single core file (~40 modified lines) and introduces a small helper, type-changes for option parsing, and some conditional logic updates. It requires understanding how Sphinx autodoc merges member options, how the ALL sentinel is treated, and how the filtering loop decides whether to keep a member. No new algorithms are added; the work is mainly plumbing existing mechanisms to a new option value type and ensuring backward compatibility. That puts it above a trivial fix but below a large architectural change.

An AI must locate where the private-member option is declared, swap its validator from bool to list, integrate the list with the main members list, and adjust the keep/skip logic. The overall behaviour is well described in the feature request, but correctly updating every decision point (merging, filtering, inheritance, deprecation warnings) needs moderate codebase familiarity and careful reasoning to avoid regressions. Given Sphinx’s extensive test suite, feedback cycles would help, so the probability of a competent AI solving it is slightly better than even but far from certain."
sphinx-doc__sphinx-8056,30,medium,70,"The fix touches only one file and adds fewer than 15 lines, so the change set itself is small. However, it requires understanding how Napoleon parses docstring fields, how the parser’s `_consume_fields` function is used in different contexts, and how the `napoleon_use_param` configuration influences rendering. The core algorithmic change—splitting a comma-separated parameter list and emitting individual entries—is straightforward string processing, but knowing exactly where to insert this logic and guarding it behind a flag (`multiple=True`) demands moderate familiarity with the codebase. An AI system supplied with the bug report and code context could likely infer that splitting on commas is the solution, giving a relatively high solvability score. Nonetheless, the need to propagate the new parameter through call sites and to avoid breaking other sections elevates the task above “easy,” placing it in the medium category."
sphinx-doc__sphinx-8120,30,medium,70,"The change affects two files with a total of roughly ten new/modified lines, no new classes or algorithms, and only reorders the search path for localization files while adjusting a type annotation. Understanding the fix requires some knowledge of how Sphinx resolves message catalogs (project-specific vs. built-in) and awareness that earlier directories in the list take precedence. This is more involved than a typo but far from a large architectural refactor, placing it in the lower-middle complexity range. An AI given the bug report could infer that the custom catalog is being shadowed and that the search priority must be adjusted, making the task reasonably achievable, especially because the bug description explicitly points to where the user’s .mo file sits and that it is ignored. Therefore, the likelihood an automated system can generate the correct patch is fairly high, though not guaranteed, leading to a 70 % solvability estimate."
sphinx-doc__sphinx-8265,35,medium,65,"The bug manifests as incorrectly rendered default argument values (tuples lose their surrounding parentheses). The fix touches only one file (sphinx/pycode/ast.py) and changes ~20 LOC, mainly enclosing tuple output in parentheses and adding special-case logic for tuple slices. While knowledge of Python’s AST and Sphinx’s unparser is needed, the algorithmic work is straightforward string formatting—no deep refactor or multi-module impact. An experienced developer or an AI that inspects the existing visit_Tuple implementation could infer that the missing parentheses cause the observed output. Adding a helper for tuple slices is a small extension of the same idea. Therefore the change is moderately complex, falls into the ""medium"" category, and is reasonably discoverable from the bug description, giving it a 65 % likelihood of being automatically generated correctly."
sphinx-doc__sphinx-8269,10,easy,90,"The change consists of a single-line addition in one file: invoking response.raise_for_status() immediately after performing the HTTP GET. No algorithms or cross-module interactions are affected, and the intent is clearly described in the bug report (return HTTP error instead of anchor-not-found). Implementing this fix requires only basic familiarity with the requests library and the existing code flow; no deep Sphinx internals are touched. Given the clarity of the problem statement and the minimal patch size, an AI system should reliably infer the correct solution, yielding a high solvability score and low complexity classification."
sphinx-doc__sphinx-8459,15,easy,85,"The change modifies a single line in one file, switching a call from inspect.signature(obj) to inspect.signature(obj, type_aliases=app.config.autodoc_type_aliases). No new algorithms or architectural changes are introduced; it is a straightforward parameter-passing fix. Understanding the issue mainly requires awareness that Sphinx wraps inspect.signature to accept a type_aliases argument and that this argument must be supplied when autodoc_type_aliases is configured. The problem statement is clear about the undesired behavior, and the location of the fault is easy to trace by searching where signatures are generated. Given the focused scope, minimal code delta, and explicit symptom, an AI system has a high likelihood of proposing the correct adjustment once it inspects the function call, hence the high solvability percentage."
sphinx-doc__sphinx-8475,15,easy,90,"Only two small code edits in a single file: import an additional exception class and expand an existing except clause to also catch TooManyRedirects. No algorithmic changes, no interaction with other modules. The problem statement explicitly explains the symptom and desired behaviour, practically describing the required patch, so an AI can map it to the code with simple pattern matching. Minimal domain knowledge is needed (knowing requests library exception hierarchy). Therefore complexity is low and likelihood of an AI producing the correct fix is very high."
sphinx-doc__sphinx-8548,45,medium,40,"The change spans two files and roughly 40 lines, introducing a new traversal over the MRO and per-class ModuleAnalyzer creation. It requires understanding how Sphinx autodoc stores attribute docstrings, how ModuleAnalyzer.attr_docs is keyed, and why inherited attributes were previously skipped. The algorithmic work is straightforward list/dict handling, but domain knowledge of Sphinx internals and Python introspection is needed, pushing it above a simple patch but well below an architectural overhaul. From the brief problem statement an AI must deduce that attribute docs for each base class need to be searched and integrate that into get_class_members without breaking existing behaviour; this is non-trivial, especially without explicit tests, so likelihood of an AI producing the exact fix is moderate to low."
sphinx-doc__sphinx-8551,30,medium,45,"The patch touches two files and adds only a handful of lines, so the code-change footprint is small. However, the bug involves Sphinx’s internal cross-reference resolution, which requires understanding how reference nodes store contextual attributes (py:module, py:class) and how docfield helpers call make_xref. An implementer must know that explicit roles already set these attributes and that passing the env plus copying ref_context into the new reference node will align the behaviour. This is domain-specific knowledge but not algorithmically complex. An AI could discover the missing attributes by diff-ing behaviour between explicit and implicit xrefs or by reading surrounding code, but the solution is not a simple pattern substitute; it needs insight into Sphinx’s resolution logic. Therefore complexity is moderate (≈30%), the task category is ""medium"", and the likelihood an AI produces the exact fix from the description without additional hints is under 50% but still plausible (≈45%)."
sphinx-doc__sphinx-8593,40,medium,35,"The change touches two files with roughly 60 new lines and some removals. It introduces a new helper method to gather module members while preserving per-member docstrings so that the "":meta public:"" field can be interpreted. No sophisticated algorithms are added, but understanding Sphinx’s autodoc internals (ModuleDocumenter, ObjectMember, analyzer.attr_docs interaction, underscore-prefixed name filtering, etc.) is required. The developer must notice that the old get_module_members() discarded docstrings and therefore meta information, devise a replacement that keeps this data, and update call sites while deprecating the old utility. This goes beyond a trivial fix yet is still contained and conceptually straightforward, placing the complexity around 40% and the task in the ""medium"" category. For an AI, inferring this root cause from the brief bug report without explicit tests or deep documentation is challenging; it must navigate multiple layers of Sphinx internals, so the likelihood of producing the exact patch is relatively low, estimated at 35%."
sphinx-doc__sphinx-8595,10,easy,80,"The patch is a one-line logical change within a single function. The issue is that the old condition conflated a missing __all__ attribute (None) with an explicitly empty list. Changing the check to `is None` distinguishes the two cases and fulfills the stated expectation. No algorithms or multi-module interactions are involved; only basic Python truthiness semantics. The problem statement is explicit, shows a minimal reproduction, and makes the required behavior obvious. An AI needs only recognize the difference between None and an empty list, making the task highly solvable with minimal codebase understanding. Hence low complexity, easy category, and high likelihood of automatic repair success."
sphinx-doc__sphinx-8621,18,easy,72,"The fix touches a single file and alters just one regular-expression pattern. No additional logic, state management, or multi-module interaction is involved, so the intrinsic code complexity is low. The only knowledge required is understanding how look-behind and look-ahead assertions in regex can prevent matching separators that appear at the beginning or end of the string; this is standard regex fluency rather than deep architectural insight. Generating the correct patch is therefore largely pattern-matching: recognize that the existing pattern splits on every occurrence of '-', '+', or '^', and modify it so it only splits when those characters are surrounded by other characters. An AI supplied with failing test cases (or the descriptive examples in the bug report) could deduce that adding `(?<=.)` and `(?=.)` or equivalent boundaries solves the issue, making the task reasonably achievable. Because the requirements are explicit and the search space of correct regexes is small, the solvability is above average even without extensive context, but it still requires some trial-and-error, so it is not near 100%."
sphinx-doc__sphinx-8638,20,easy,65,"The fix touches a single file with a one-line change that merely removes the ""rolename='obj'"" argument from the PyTypedField definition for variables. There are no new algorithms, data structures, or cross-module interactions introduced, so the inherent code complexity is low.      

What makes the bug tricky is mostly domain knowledge: understanding that Sphinx treats any field with a rolename as an internal reference target, causing automatic cross-linking. Identifying that this single flag is responsible for the incorrect links requires familiarity with Sphinx’s autodoc/linking mechanics, but once the cause is known, the modification itself is straightforward.      

Because the patch is so small and isolated, an automated system that can correlate “variables are being auto-linked” with “field definition sets rolename” has a reasonable chance of producing the same fix, even by simple pattern search in the domain code. However, some conceptual insight into Sphinx internals is still necessary, so the solvability is not near certain but above average."
sphinx-doc__sphinx-8721,12,easy,88,"The fix touches a single function in one file and adds two straightforward guard clauses totaling four lines of code. No intricate algorithm or deep architectural knowledge is required—just awareness of builder names and an existing config flag. The problem statement clearly describes the undesired behavior and names the relevant configuration option, so an AI can locate the collect_pages hook and insert the missing checks with minimal exploration. Therefore, technical complexity is low, and the likelihood an AI system could generate the correct solution is high."
sphinx-doc__sphinx-9229,40,medium,55,"The change touches only one file and about 25-30 lines, so the code volume is modest, but it requires understanding how Sphinx autodoc decides whether to show the docstring for attributes that are actually type aliases. The developer must know about the `doc_as_attr` flag, how variable comments are stored in `ModuleAnalyzer.attr_docs`, and how `add_content` injects the default ""alias of …"" text. The solution entails introducing a helper (`get_variable_comment`) and using its result in two places to suppress the default behaviour only when an explicit comment exists. This demands some insight into Sphinx internals but no complex algorithm or large-scale refactor, hence a medium difficulty (~40% complexity). 

From an automated-repair standpoint, the observable bug (“some alias docstrings disappear”) provides a clear hint, and the required patch is localized and pattern-driven once the relevant property (`doc_as_attr`) is discovered. An advanced AI with access to the codebase could plausibly trace the early return that hides the docstring and adjust it, giving a moderate chance of success (~55% solvability)."
sphinx-doc__sphinx-9230,15,easy,75,"Only a single line in one file is modified: the call to string.split is replaced with rsplit. This is a straightforward bug fix once the root cause (splitting on the first rather than the last whitespace) is understood. No additional algorithms or structural changes are required, and no cross-module interactions are affected. The problem statement clearly describes the incorrect rendering and implicitly points to the need to parse the parameter name correctly, making the scope narrow and well-defined. An AI system that can trace the parsing logic and notice the improper split direction would likely arrive at this solution, leading to a fairly high solvability score. Minimal domain knowledge of Sphinx internals is needed; general string-processing insight is sufficient."
sphinx-doc__sphinx-9258,15,easy,70,"The change touches a single file and alters only one line by extending an existing regular-expression pattern so that it treats the vertical bar (|) as an additional separator when splitting a type string. No new logic, data structures, or interactions across modules are introduced. The task mainly requires identifying where Sphinx currently tokenises type annotations and adding an obvious alternate delimiter. This is straightforward once the correct location is found and only basic regex knowledge is necessary.

While locating the precise regex inside the large Sphinx codebase demands some codebase familiarity, it can be found quickly by searching for the existing delimiters (e.g. ', or ') mentioned in the problem statement. Because the adjustment is purely additive and does not risk breaking other behaviour, the solution space is narrow and an AI equipped with code-search heuristics is likely to propose the same patch. Lack of explicit tests lowers confidence slightly, but the scope is so contained that the likelihood of an AI generating the right fix remains high."
sphinx-doc__sphinx-9281,15,easy,85,"The change touches a single utility function (object_description) in one file, adding an explicit branch that recognizes enum.Enum instances and formats them as ""ClassName.MemberName"". Only a handful of lines are modified; no new algorithms or cross-module interactions are introduced. Understanding Enum’s repr format and Sphinx’s desire for cleaner signatures is straightforward, requiring minimal domain knowledge beyond basic Python introspection. The problem statement is clear (shows the undesirable and desired output) and pinpoints the relevant function, so an AI with code-search and pattern-matching abilities could reliably insert this special case. Therefore, the patch is low complexity (“easy”) and highly solvable, though not trivial enough to be scored at 100% because it still requires knowing where Sphinx formats defaults and ensuring the change does not break other cases."
